,year,exporter_iso_3,importer_iso_3,product_category,trade_value_thousands_usd,quantity_metric_tones,exporter_3digit,importer_3digit,exporter_country_name,importer_country_name
0,2015,4,586,Portland not white,14.122,65.0,AFG,PAK,Afghanistan,Pakistan
1,2015,36,586,Portland not white,2.282,10.0,AUS,PAK,Australia,Pakistan
2,2015,156,586,Portland not white,112.854,1551.176,CHN,PAK,China,Pakistan
3,2015,344,586,Portland not white,2.291,10.0,HKG,PAK,"China, Hong Kong Special Administrative Region",Pakistan
4,2015,360,586,Portland not white,1.441,6.0,IDN,PAK,Indonesia,Pakistan
5,2015,364,586,Portland white,1.465,8.0,IRN,PAK,Iran,Pakistan
6,2015,364,586,Portland not white,9995.027,244311.889,IRN,PAK,Iran,Pakistan
7,2015,528,586,Portland not white,0.001,0.012,NLD,PAK,Netherlands,Pakistan
8,2015,682,586,Portland not white,76.741,279.0,SAU,PAK,Saudi Arabia,Pakistan
9,2015,704,586,Portland not white,9.915,127.232,VNM,PAK,Viet Nam,Pakistan
10,2015,784,586,Portland white,3.722,26.687,ARE,PAK,United Arab Emirates,Pakistan
11,2015,784,586,Portland not white,283.157,1322.0,ARE,PAK,United Arab Emirates,Pakistan
12,2015,4,792,Portland white,0.192,0.02,AFG,TUR,Afghanistan,Turkey
13,2015,4,792,Portland white,0.192,0.02,AFG,TUR,Afghanistan,Turkey
14,2015,4,792,Portland white,0.192,0.02,AFG,TUR,Afghanistan,Turkey
15,2015,4,792,Portland white,0.192,0.02,AFG,TUR,Afghanistan,Turkey
16,2015,36,792,Portland not white,1.315,0.48,AUS,TUR,Australia,Turkey
17,2015,36,792,Portland not white,1.315,0.48,AUS,TUR,Australia,Turkey
18,2015,36,792,Portland not white,1.315,0.48,AUS,TUR,Australia,Turkey
19,2015,36,792,Portland not white,1.315,0.48,AUS,TUR,Australia,Turkey
20,2015,156,792,Portland white,0.347,0.037,CHN,TUR,China,Turkey
21,2015,156,792,Portland white,0.347,0.037,CHN,TUR,China,Turkey
22,2015,156,792,Portland white,0.347,0.037,CHN,TUR,China,Turkey
23,2015,156,792,Portland white,0.347,0.037,CHN,TUR,China,Turkey
24,2015,528,792,Portland white,1.258,4.944,NLD,TUR,Netherlands,Turkey
25,2015,528,792,Portland white,1.258,4.944,NLD,TUR,Netherlands,Turkey
26,2015,528,792,Portland white,1.258,4.944,NLD,TUR,Netherlands,Turkey
27,2015,528,792,Portland white,1.258,4.944,NLD,TUR,Netherlands,Turkey
28,2015,528,792,Portland not white,1.543,2.756,NLD,TUR,Netherlands,Turkey
29,2015,528,792,Portland not white,1.543,2.756,NLD,TUR,Netherlands,Turkey
30,2015,528,792,Portland not white,1.543,2.756,NLD,TUR,Netherlands,Turkey
31,2015,528,792,Portland not white,1.543,2.756,NLD,TUR,Netherlands,Turkey
32,2015,56,792,Portland white,8.336,12.516,BEL,TUR,Belgium,Turkey
33,2015,56,792,Portland white,8.336,12.516,BEL,TUR,Belgium,Turkey
34,2015,56,792,Portland white,8.336,12.516,BEL,TUR,Belgium,Turkey
35,2015,56,792,Portland white,8.336,12.516,BEL,TUR,Belgium,Turkey
36,2015,56,792,Portland not white,1.866,25.855,BEL,TUR,Belgium,Turkey
37,2015,56,792,Portland not white,1.866,25.855,BEL,TUR,Belgium,Turkey
38,2015,56,792,Portland not white,1.866,25.855,BEL,TUR,Belgium,Turkey
39,2015,56,792,Portland not white,1.866,25.855,BEL,TUR,Belgium,Turkey
40,2015,100,792,Portland white,1.051,1.26,BGR,TUR,Bulgaria,Turkey
41,2015,100,792,Portland white,1.051,1.26,BGR,TUR,Bulgaria,Turkey
42,2015,100,792,Portland white,1.051,1.26,BGR,TUR,Bulgaria,Turkey
43,2015,100,792,Portland white,1.051,1.26,BGR,TUR,Bulgaria,Turkey
44,2015,208,792,Portland white,61.218,108.312,DNK,TUR,Denmark,Turkey
45,2015,208,792,Portland white,61.218,108.312,DNK,TUR,Denmark,Turkey
46,2015,208,792,Portland white,61.218,108.312,DNK,TUR,Denmark,Turkey
47,2015,208,792,Portland white,61.218,108.312,DNK,TUR,Denmark,Turkey
48,2015,231,792,Portland white,0.397,0.05,ETH,TUR,Ethiopia,Turkey
49,2015,231,792,Portland white,0.397,0.05,ETH,TUR,Ethiopia,Turkey
50,2015,231,792,Portland white,0.397,0.05,ETH,TUR,Ethiopia,Turkey
51,2015,231,792,Portland white,0.397,0.05,ETH,TUR,Ethiopia,Turkey
52,2015,231,792,Portland not white,0.006,0.05,ETH,TUR,Ethiopia,Turkey
53,2015,231,792,Portland not white,0.006,0.05,ETH,TUR,Ethiopia,Turkey
54,2015,231,792,Portland not white,0.006,0.05,ETH,TUR,Ethiopia,Turkey
55,2015,231,792,Portland not white,0.006,0.05,ETH,TUR,Ethiopia,Turkey
56,2015,268,792,Portland not white,11.829,17.16,GEO,TUR,Georgia,Turkey
57,2015,268,792,Portland not white,11.829,17.16,GEO,TUR,Georgia,Turkey
58,2015,268,792,Portland not white,11.829,17.16,GEO,TUR,Georgia,Turkey
