,year,exporter_iso_3,importer_iso_3,product_category,trade_value_thousands_usd,quantity_metric_tones,exporter_3digit,importer_3digit,exporter_country_name,importer_country_name
79,2017,40,688,Portland not white,0.024,0.6,AUT,SRB,Austria,Serbia
80,2017,191,688,Portland not white,17347.304,266497.702,HRV,SRB,Croatia,Serbia
81,2017,616,688,Portland not white,0.025,0.3,POL,SRB,Poland,Serbia
82,2017,642,688,Portland white,2.673,9.6,ROU,SRB,Romania,Serbia
83,2017,642,688,Portland not white,10.934,16.915,ROU,SRB,Romania,Serbia
84,2017,703,688,Portland white,632.646,3528.212,SVK,SRB,Slovakia,Serbia
85,2017,705,688,Portland not white,8.923,56.435,SVN,SRB,Slovenia,Serbia
86,2017,724,688,Portland white,0.502,0.063,ESP,SRB,Spain,Serbia
87,2017,792,688,Portland white,213.928,3398.937,TUR,SRB,Turkey,Serbia
88,2017,792,688,Portland white,213.928,3398.937,TUR,SRB,Turkey,Serbia
89,2017,792,688,Portland white,213.928,3398.937,TUR,SRB,Turkey,Serbia
90,2017,792,688,Portland white,213.928,3398.937,TUR,SRB,Turkey,Serbia
91,2017,792,688,Portland not white,44.499,2421.514,TUR,SRB,Turkey,Serbia
92,2017,792,688,Portland not white,44.499,2421.514,TUR,SRB,Turkey,Serbia
93,2017,792,688,Portland not white,44.499,2421.514,TUR,SRB,Turkey,Serbia
94,2017,792,688,Portland not white,44.499,2421.514,TUR,SRB,Turkey,Serbia
95,2017,100,688,Portland white,212.523,1393.842,BGR,SRB,Bulgaria,Serbia
96,2017,807,688,Portland not white,14571.171,253681.953,MKD,SRB,The Former Yugoslav Republic of Macedonia,Serbia
97,2017,804,688,Portland not white,8.229,12.0,UKR,SRB,Ukraine,Serbia
98,2017,300,688,Portland white,275.715,4867.578,GRC,SRB,Greece,Serbia
99,2017,203,688,Portland not white,0.225,1.26,CZE,SRB,Czechia,Serbia
100,2017,208,688,Portland white,5.252,24.0,DNK,SRB,Denmark,Serbia
101,2017,499,688,Portland not white,0.011,0.05,MNE,SRB,Montenegro,Serbia
102,2017,643,688,Portland not white,320.164,539.223,RUS,SRB,Russian Federation,Serbia
103,2017,643,688,Portland not white,320.164,539.223,RUS,SRB,Russian Federation,Serbia
104,2017,643,688,Portland not white,320.164,539.223,RUS,SRB,Russian Federation,Serbia
105,2017,643,688,Portland not white,320.164,539.223,RUS,SRB,Russian Federation,Serbia
106,2017,8,705,Portland not white,0.049,0.036,ALB,SVN,Albania,Slovenia
107,2017,40,705,Portland white,2.898,18.37,AUT,SVN,Austria,Slovenia
108,2017,40,705,Portland not white,11131.993,205111.574,AUT,SVN,Austria,Slovenia
109,2017,191,705,Portland white,113.472,340.217,HRV,SVN,Croatia,Slovenia
110,2017,191,705,Portland not white,5556.018,83771.112,HRV,SVN,Croatia,Slovenia
111,2017,276,705,Portland white,1.351,6.006,DEU,SVN,Germany,Slovenia
112,2017,276,705,Portland not white,0.698,5.638,DEU,SVN,Germany,Slovenia
113,2017,348,705,Portland not white,820.664,17155.183,HUN,SVN,Hungary,Slovenia
114,2017,616,705,Portland white,41.173,690.327,POL,SVN,Poland,Slovenia
115,2017,642,705,Portland not white,8.915,8.742,ROU,SVN,Romania,Slovenia
116,2017,703,705,Portland white,9.439,56.18,SVK,SVN,Slovakia,Slovenia
117,2017,724,705,Portland not white,0.551,0.34,ESP,SVN,Spain,Slovenia
118,2017,792,705,Portland white,12.942,61.074,TUR,SVN,Turkey,Slovenia
119,2017,792,705,Portland white,12.942,61.074,TUR,SVN,Turkey,Slovenia
120,2017,792,705,Portland white,12.942,61.074,TUR,SVN,Turkey,Slovenia
121,2017,792,705,Portland white,12.942,61.074,TUR,SVN,Turkey,Slovenia
122,2017,792,705,Portland not white,287.682,4798.96,TUR,SVN,Turkey,Slovenia
123,2017,792,705,Portland not white,287.682,4798.96,TUR,SVN,Turkey,Slovenia
124,2017,792,705,Portland not white,287.682,4798.96,TUR,SVN,Turkey,Slovenia
125,2017,792,705,Portland not white,287.682,4798.96,TUR,SVN,Turkey,Slovenia
126,2017,528,705,Portland not white,0.063,0.802,NLD,SVN,Netherlands,Slovenia
127,2017,208,705,Portland white,116.231,746.82,DNK,SVN,Denmark,Slovenia
128,2017,246,705,Portland not white,1.362,24.405,FIN,SVN,Finland,Slovenia
129,2017,8,807,Portland not white,7803.386,129816.78,ALB,MKD,Albania,The Former Yugoslav Republic of Macedonia
130,2017,276,807,Portland white,0.623,5.677,DEU,MKD,Germany,The Former Yugoslav Republic of Macedonia
131,2017,276,807,Portland not white,5.852,,DEU,MKD,Germany,The Former Yugoslav Republic of Macedonia
132,2017,792,807,Portland white,460.272,4114.17,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
133,2017,792,807,Portland white,460.272,4114.17,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
134,2017,792,807,Portland white,460.272,4114.17,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
135,2017,792,807,Portland white,460.272,4114.17,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
136,2017,792,807,Portland not white,121.659,1771.91,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
137,2017,792,807,Portland not white,121.659,1771.91,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
138,2017,792,807,Portland not white,121.659,1771.91,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
139,2017,792,807,Portland not white,121.659,1771.91,TUR,MKD,Turkey,The Former Yugoslav Republic of Macedonia
140,2017,100,807,Portland white,10.082,168.718,BGR,MKD,Bulgaria,The Former Yugoslav Republic of Macedonia
141,2017,100,807,Portland not white,4783.905,72992.479,BGR,MKD,Bulgaria,The Former Yugoslav Republic of Macedonia
142,2017,300,807,Portland white,1378.426,14766.375,GRC,MKD,Greece,The Former Yugoslav Republic of Macedonia
143,2017,300,807,Portland not white,3.935,134.752,GRC,MKD,Greece,The Former Yugoslav Republic of Macedonia
144,2017,499,807,Portland not white,0.036,0.11,MNE,MKD,Montenegro,The Former Yugoslav Republic of Macedonia
145,2017,40,428,Portland white,305.149,639.912,AUT,LVA,Austria,Latvia
146,2017,40,428,Portland not white,0.226,0.465,AUT,LVA,Austria,Latvia
147,2017,276,428,Portland not white,28.548,62.955,DEU,LVA,Germany,Latvia
148,2017,348,428,Portland white,0.029,0.004,HUN,LVA,Hungary,Latvia
149,2017,616,428,Portland white,553.094,2830.519,POL,LVA,Poland,Latvia
150,2017,616,428,Portland not white,30.526,705.84,POL,LVA,Poland,Latvia
151,2017,703,428,Portland white,36.566,287.42,SVK,LVA,Slovakia,Latvia
152,2017,703,428,Portland not white,5.775,14.6,SVK,LVA,Slovakia,Latvia
153,2017,528,428,Portland not white,0.001,0.013,NLD,LVA,Netherlands,Latvia
154,2017,208,428,Portland white,617.867,5542.5,DNK,LVA,Denmark,Latvia
155,2017,643,428,Portland white,2.624,4.24,RUS,LVA,Russian Federation,Latvia
156,2017,643,428,Portland white,2.624,4.24,RUS,LVA,Russian Federation,Latvia
157,2017,643,428,Portland white,2.624,4.24,RUS,LVA,Russian Federation,Latvia
158,2017,643,428,Portland white,2.624,4.24,RUS,LVA,Russian Federation,Latvia
159,2017,643,428,Portland not white,375.635,6409.43,RUS,LVA,Russian Federation,Latvia
160,2017,643,428,Portland not white,375.635,6409.43,RUS,LVA,Russian Federation,Latvia
161,2017,643,428,Portland not white,375.635,6409.43,RUS,LVA,Russian Federation,Latvia
162,2017,643,428,Portland not white,375.635,6409.43,RUS,LVA,Russian Federation,Latvia
163,2017,246,428,Portland not white,0.507,5.0,FIN,LVA,Finland,Latvia
164,2017,784,428,Portland not white,0.036,0.12,ARE,LVA,United Arab Emirates,Latvia
165,2017,440,428,Portland white,350.099,1444.412,LTU,LVA,Lithuania,Latvia
166,2017,440,428,Portland not white,517.202,12781.522,LTU,LVA,Lithuania,Latvia
167,2017,752,428,Portland white,0.367,0.475,SWE,LVA,Sweden,Latvia
168,2017,233,428,Portland white,8.352,53.0,EST,LVA,Estonia,Latvia
169,2017,233,428,Portland not white,6973.451,129757.808,EST,LVA,Estonia,Latvia
170,2017,31,428,Portland white,0.128,0.1,AZE,LVA,Azerbaijan,Latvia
171,2017,31,428,Portland white,0.128,0.1,AZE,LVA,Azerbaijan,Latvia
172,2017,31,428,Portland white,0.128,0.1,AZE,LVA,Azerbaijan,Latvia
173,2017,31,428,Portland white,0.128,0.1,AZE,LVA,Azerbaijan,Latvia
174,2017,31,428,Portland not white,0.006,0.075,AZE,LVA,Azerbaijan,Latvia
175,2017,31,428,Portland not white,0.006,0.075,AZE,LVA,Azerbaijan,Latvia
176,2017,31,428,Portland not white,0.006,0.075,AZE,LVA,Azerbaijan,Latvia
177,2017,31,428,Portland not white,0.006,0.075,AZE,LVA,Azerbaijan,Latvia
178,2017,112,428,Portland not white,583.981,10756.337,BLR,LVA,Belarus,Latvia
179,2017,40,643,Portland not white,0.243,1.25,AUT,RUS,Austria,Russian Federation
180,2017,40,643,Portland not white,0.243,1.25,AUT,RUS,Austria,Russian Federation
181,2017,40,643,Portland not white,0.243,1.25,AUT,RUS,Austria,Russian Federation
182,2017,40,643,Portland not white,0.243,1.25,AUT,RUS,Austria,Russian Federation
183,2017,276,643,Portland white,0.383,0.966,DEU,RUS,Germany,Russian Federation
184,2017,276,643,Portland white,0.383,0.966,DEU,RUS,Germany,Russian Federation
185,2017,276,643,Portland white,0.383,0.966,DEU,RUS,Germany,Russian Federation
186,2017,276,643,Portland white,0.383,0.966,DEU,RUS,Germany,Russian Federation
187,2017,276,643,Portland not white,22.29,6.694,DEU,RUS,Germany,Russian Federation
188,2017,276,643,Portland not white,22.29,6.694,DEU,RUS,Germany,Russian Federation
189,2017,276,643,Portland not white,22.29,6.694,DEU,RUS,Germany,Russian Federation
190,2017,276,643,Portland not white,22.29,6.694,DEU,RUS,Germany,Russian Federation
191,2017,616,643,Portland not white,18.865,23.026,POL,RUS,Poland,Russian Federation
192,2017,616,643,Portland not white,18.865,23.026,POL,RUS,Poland,Russian Federation
193,2017,616,643,Portland not white,18.865,23.026,POL,RUS,Poland,Russian Federation
194,2017,616,643,Portland not white,18.865,23.026,POL,RUS,Poland,Russian Federation
195,2017,724,643,Portland white,0.325,0.4,ESP,RUS,Spain,Russian Federation
196,2017,724,643,Portland white,0.325,0.4,ESP,RUS,Spain,Russian Federation
197,2017,724,643,Portland white,0.325,0.4,ESP,RUS,Spain,Russian Federation
198,2017,724,643,Portland white,0.325,0.4,ESP,RUS,Spain,Russian Federation
199,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
200,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
201,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
202,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
203,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
204,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
205,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
206,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
207,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
208,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
209,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
210,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
211,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
212,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
213,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
214,2017,792,643,Portland white,7019.719,73419.785,TUR,RUS,Turkey,Russian Federation
215,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
216,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
217,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
218,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
219,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
220,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
221,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
222,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
223,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
224,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
225,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
226,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
227,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
228,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
229,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
230,2017,792,643,Portland not white,5397.106,144795.699,TUR,RUS,Turkey,Russian Federation
231,2017,826,643,Portland white,2.796,17.875,GBR,RUS,United Kingdom,Russian Federation
232,2017,826,643,Portland white,2.796,17.875,GBR,RUS,United Kingdom,Russian Federation
233,2017,826,643,Portland white,2.796,17.875,GBR,RUS,United Kingdom,Russian Federation
234,2017,826,643,Portland white,2.796,17.875,GBR,RUS,United Kingdom,Russian Federation
235,2017,826,643,Portland not white,0.215,5.066,GBR,RUS,United Kingdom,Russian Federation
236,2017,826,643,Portland not white,0.215,5.066,GBR,RUS,United Kingdom,Russian Federation
237,2017,826,643,Portland not white,0.215,5.066,GBR,RUS,United Kingdom,Russian Federation
238,2017,826,643,Portland not white,0.215,5.066,GBR,RUS,United Kingdom,Russian Federation
239,2017,818,643,Portland white,2248.281,19830.03,EGY,RUS,Egypt,Russian Federation
240,2017,818,643,Portland white,2248.281,19830.03,EGY,RUS,Egypt,Russian Federation
241,2017,818,643,Portland white,2248.281,19830.03,EGY,RUS,Egypt,Russian Federation
242,2017,818,643,Portland white,2248.281,19830.03,EGY,RUS,Egypt,Russian Federation
243,2017,156,643,Portland not white,0.515,6.976,CHN,RUS,China,Russian Federation
244,2017,156,643,Portland not white,0.515,6.976,CHN,RUS,China,Russian Federation
245,2017,156,643,Portland not white,0.515,6.976,CHN,RUS,China,Russian Federation
246,2017,156,643,Portland not white,0.515,6.976,CHN,RUS,China,Russian Federation
247,2017,124,643,Portland not white,4.248,63.0,CAN,RUS,Canada,Russian Federation
248,2017,124,643,Portland not white,4.248,63.0,CAN,RUS,Canada,Russian Federation
249,2017,124,643,Portland not white,4.248,63.0,CAN,RUS,Canada,Russian Federation
250,2017,124,643,Portland not white,4.248,63.0,CAN,RUS,Canada,Russian Federation
251,2017,364,643,Portland white,2538.633,25641.239,IRN,RUS,Iran,Russian Federation
252,2017,364,643,Portland white,2538.633,25641.239,IRN,RUS,Iran,Russian Federation
253,2017,364,643,Portland white,2538.633,25641.239,IRN,RUS,Iran,Russian Federation
254,2017,364,643,Portland white,2538.633,25641.239,IRN,RUS,Iran,Russian Federation
255,2017,364,643,Portland not white,2216.455,65495.461,IRN,RUS,Iran,Russian Federation
256,2017,364,643,Portland not white,2216.455,65495.461,IRN,RUS,Iran,Russian Federation
257,2017,364,643,Portland not white,2216.455,65495.461,IRN,RUS,Iran,Russian Federation
258,2017,364,643,Portland not white,2216.455,65495.461,IRN,RUS,Iran,Russian Federation
259,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
260,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
261,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
262,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
263,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
264,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
265,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
266,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
267,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
268,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
269,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
270,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
271,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
272,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
273,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
274,2017,398,643,Portland white,2991.069,23345.844,KAZ,RUS,Kazakhstan,Russian Federation
275,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
276,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
277,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
278,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
279,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
280,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
281,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
282,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
283,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
284,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
285,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
286,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
287,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
288,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
289,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
290,2017,398,643,Portland not white,13666.551,331029.47,KAZ,RUS,Kazakhstan,Russian Federation
291,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
292,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
293,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
294,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
295,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
296,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
297,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
298,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
299,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
300,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
301,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
302,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
303,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
304,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
305,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
306,2017,51,643,Portland white,0.022,0.054,ARM,RUS,Armenia,Russian Federation
307,2017,410,643,Portland white,61.289,501.588,KOR,RUS,Republic of Korea,Russian Federation
308,2017,410,643,Portland white,61.289,501.588,KOR,RUS,Republic of Korea,Russian Federation
309,2017,410,643,Portland white,61.289,501.588,KOR,RUS,Republic of Korea,Russian Federation
310,2017,410,643,Portland white,61.289,501.588,KOR,RUS,Republic of Korea,Russian Federation
311,2017,410,643,Portland not white,3.456,26.0,KOR,RUS,Republic of Korea,Russian Federation
312,2017,410,643,Portland not white,3.456,26.0,KOR,RUS,Republic of Korea,Russian Federation
313,2017,410,643,Portland not white,3.456,26.0,KOR,RUS,Republic of Korea,Russian Federation
