,year,exporter_iso_3,importer_iso_3,product_category,trade_value_thousands_usd,quantity_metric_tones,exporter_3digit,importer_3digit,exporter_country_name,importer_country_name
0,2018,8,70,Portland not white,285.113,4988.75,ALB,BIH,Albania,Bosnia Herzegovina
1,2018,40,70,Portland white,0.155,1.298,AUT,BIH,Austria,Bosnia Herzegovina
2,2018,40,70,Portland not white,362.898,3992.838,AUT,BIH,Austria,Bosnia Herzegovina
3,2018,56,70,Portland white,0.791,4.066,BEL,BIH,Belgium,Bosnia Herzegovina
4,2018,191,70,Portland white,26.955,194.053,HRV,BIH,Croatia,Bosnia Herzegovina
5,2018,191,70,Portland not white,29799.307,402806.344,HRV,BIH,Croatia,Bosnia Herzegovina
6,2018,392,70,Portland not white,0.125,0.05,JPN,BIH,Japan,Bosnia Herzegovina
7,2018,616,70,Portland white,0.055,0.06,POL,BIH,Poland,Bosnia Herzegovina
8,2018,688,70,Portland white,1.787,16.0,SRB,BIH,Serbia,Bosnia Herzegovina
9,2018,688,70,Portland not white,323.788,3288.01,SRB,BIH,Serbia,Bosnia Herzegovina
10,2018,703,70,Portland white,413.755,2534.32,SVK,BIH,Slovakia,Bosnia Herzegovina
11,2018,705,70,Portland white,3.526,21.072,SVN,BIH,Slovenia,Bosnia Herzegovina
12,2018,705,70,Portland not white,1041.556,15554.61,SVN,BIH,Slovenia,Bosnia Herzegovina
13,2018,724,70,Portland white,88.302,342.452,ESP,BIH,Spain,Bosnia Herzegovina
14,2018,792,70,Portland white,197.363,1308.958,TUR,BIH,Turkey,Bosnia Herzegovina
15,2018,792,70,Portland white,197.363,1308.958,TUR,BIH,Turkey,Bosnia Herzegovina
16,2018,792,70,Portland white,197.363,1308.958,TUR,BIH,Turkey,Bosnia Herzegovina
17,2018,792,70,Portland white,197.363,1308.958,TUR,BIH,Turkey,Bosnia Herzegovina
18,2018,8,300,Portland not white,31.878,432.115,ALB,GRC,Albania,Greece
19,2018,792,300,Portland white,8105.123,69983.043,TUR,GRC,Turkey,Greece
20,2018,792,300,Portland white,8105.123,69983.043,TUR,GRC,Turkey,Greece
21,2018,792,300,Portland white,8105.123,69983.043,TUR,GRC,Turkey,Greece
22,2018,792,300,Portland white,8105.123,69983.043,TUR,GRC,Turkey,Greece
23,2018,792,300,Portland not white,2107.241,32470.628,TUR,GRC,Turkey,Greece
24,2018,792,300,Portland not white,2107.241,32470.628,TUR,GRC,Turkey,Greece
25,2018,792,300,Portland not white,2107.241,32470.628,TUR,GRC,Turkey,Greece
26,2018,792,300,Portland not white,2107.241,32470.628,TUR,GRC,Turkey,Greece
27,2018,12,300,Portland white,4.107,3.373,DZA,GRC,Algeria,Greece
28,2018,76,300,Portland not white,0.032,0.15,BRA,GRC,Brazil,Greece
29,2018,100,300,Portland white,62.433,1832.688,BGR,GRC,Bulgaria,Greece
30,2018,100,300,Portland not white,282.65,4780.699,BGR,GRC,Bulgaria,Greece
31,2018,196,300,Portland not white,1.423,0.912,CYP,GRC,Cyprus,Greece
32,2018,196,300,Portland not white,1.423,0.912,CYP,GRC,Cyprus,Greece
33,2018,196,300,Portland not white,1.423,0.912,CYP,GRC,Cyprus,Greece
34,2018,196,300,Portland not white,1.423,0.912,CYP,GRC,Cyprus,Greece
35,2018,276,300,Portland white,1.339,1.079,DEU,GRC,Germany,Greece
36,2018,276,300,Portland not white,1.466,9.44,DEU,GRC,Germany,Greece
37,2018,348,300,Portland not white,6.863,24.0,HUN,GRC,Hungary,Greece
38,2018,528,300,Portland white,0.001,0.02,NLD,GRC,Netherlands,Greece
39,2018,528,300,Portland not white,416.979,234.748,NLD,GRC,Netherlands,Greece
40,2018,642,300,Portland not white,0.004,0.041,ROU,GRC,Romania,Greece
41,2018,818,300,Portland white,5.092,50.757,EGY,GRC,Egypt,Greece
42,2018,8,470,Portland not white,4537.563,99035.0,ALB,MLT,Albania,Malta
43,2018,724,470,Portland white,29.991,322.935,ESP,MLT,Spain,Malta
44,2018,724,470,Portland not white,311.186,6916.0,ESP,MLT,Spain,Malta
45,2018,792,470,Portland white,201.417,1047.027,TUR,MLT,Turkey,Malta
46,2018,792,470,Portland white,201.417,1047.027,TUR,MLT,Turkey,Malta
47,2018,792,470,Portland white,201.417,1047.027,TUR,MLT,Turkey,Malta
48,2018,792,470,Portland white,201.417,1047.027,TUR,MLT,Turkey,Malta
49,2018,12,470,Portland white,8.121,81.0,DZA,MLT,Algeria,Malta
50,2018,76,470,Portland not white,0.02,0.002,BRA,MLT,Brazil,Malta
51,2018,528,470,Portland white,1.868,26.384,NLD,MLT,Netherlands,Malta
52,2018,528,470,Portland not white,0.036,0.424,NLD,MLT,Netherlands,Malta
53,2018,826,470,Portland white,2.659,2.45,GBR,MLT,United Kingdom,Malta
54,2018,8,499,Portland white,3887.908,57208.64,ALB,MNE,Albania,Montenegro
55,2018,8,499,Portland not white,10384.667,64512.474,ALB,MNE,Albania,Montenegro
56,2018,40,499,Portland white,0.404,0.985,AUT,MNE,Austria,Montenegro
57,2018,191,499,Portland white,121.484,655.189,HRV,MNE,Croatia,Montenegro
58,2018,191,499,Portland not white,4194.75,61827.217,HRV,MNE,Croatia,Montenegro
59,2018,688,499,Portland white,0.23,1.0,SRB,MNE,Serbia,Montenegro
60,2018,688,499,Portland not white,16861.342,223709.194,SRB,MNE,Serbia,Montenegro
61,2018,792,499,Portland white,15.966,96.0,TUR,MNE,Turkey,Montenegro
62,2018,792,499,Portland white,15.966,96.0,TUR,MNE,Turkey,Montenegro
63,2018,792,499,Portland white,15.966,96.0,TUR,MNE,Turkey,Montenegro
64,2018,792,499,Portland white,15.966,96.0,TUR,MNE,Turkey,Montenegro
65,2018,792,499,Portland not white,108.713,2534.395,TUR,MNE,Turkey,Montenegro
66,2018,792,499,Portland not white,108.713,2534.395,TUR,MNE,Turkey,Montenegro
67,2018,792,499,Portland not white,108.713,2534.395,TUR,MNE,Turkey,Montenegro
68,2018,792,499,Portland not white,108.713,2534.395,TUR,MNE,Turkey,Montenegro
69,2018,100,499,Portland white,0.231,1.0,BGR,MNE,Bulgaria,Montenegro
70,2018,70,499,Portland not white,16.224,214.48,BIH,MNE,Bosnia Herzegovina,Montenegro
71,2018,156,499,Portland not white,0.004,0.005,CHN,MNE,China,Montenegro
72,2018,300,499,Portland not white,307.591,5101.5,GRC,MNE,Greece,Montenegro
73,2018,8,688,Portland not white,6930.731,78159.199,ALB,SRB,Albania,Serbia
74,2018,40,688,Portland not white,0.001,0.017,AUT,SRB,Austria,Serbia
75,2018,191,688,Portland not white,21826.946,259713.445,HRV,SRB,Croatia,Serbia
76,2018,703,688,Portland white,594.214,3148.499,SVK,SRB,Slovakia,Serbia
77,2018,705,688,Portland not white,78.331,566.132,SVN,SRB,Slovenia,Serbia
78,2018,724,688,Portland not white,11.262,4.023,ESP,SRB,Spain,Serbia
79,2018,792,688,Portland white,434.762,2761.81,TUR,SRB,Turkey,Serbia
80,2018,792,688,Portland white,434.762,2761.81,TUR,SRB,Turkey,Serbia
81,2018,792,688,Portland white,434.762,2761.81,TUR,SRB,Turkey,Serbia
82,2018,792,688,Portland white,434.762,2761.81,TUR,SRB,Turkey,Serbia
83,2018,792,688,Portland not white,6.049,60.191,TUR,SRB,Turkey,Serbia
84,2018,792,688,Portland not white,6.049,60.191,TUR,SRB,Turkey,Serbia
85,2018,792,688,Portland not white,6.049,60.191,TUR,SRB,Turkey,Serbia
86,2018,792,688,Portland not white,6.049,60.191,TUR,SRB,Turkey,Serbia
87,2018,100,688,Portland white,164.258,1023.74,BGR,SRB,Bulgaria,Serbia
88,2018,100,688,Portland not white,1.269,1.01,BGR,SRB,Bulgaria,Serbia
89,2018,642,688,Portland not white,0.008,0.03,ROU,SRB,Romania,Serbia
90,2018,818,688,Portland white,3.727,27.0,EGY,SRB,Egypt,Serbia
91,2018,826,688,Portland white,3.793,7.91,GBR,SRB,United Kingdom,Serbia
92,2018,300,688,Portland white,154.306,2347.622,GRC,SRB,Greece,Serbia
93,2018,208,688,Portland not white,71.888,66.2,DNK,SRB,Denmark,Serbia
94,2018,643,688,Portland not white,337.448,584.592,RUS,SRB,Russian Federation,Serbia
95,2018,643,688,Portland not white,337.448,584.592,RUS,SRB,Russian Federation,Serbia
96,2018,643,688,Portland not white,337.448,584.592,RUS,SRB,Russian Federation,Serbia
97,2018,643,688,Portland not white,337.448,584.592,RUS,SRB,Russian Federation,Serbia
98,2018,807,688,Portland not white,16687.38,304729.089,MKD,SRB,The Former Yugoslav Republic of Macedonia,Serbia
99,2018,8,792,Portland not white,0.176,5.786,ALB,TUR,Albania,Turkey
100,2018,8,792,Portland not white,0.176,5.786,ALB,TUR,Albania,Turkey
101,2018,8,792,Portland not white,0.176,5.786,ALB,TUR,Albania,Turkey
102,2018,8,792,Portland not white,0.176,5.786,ALB,TUR,Albania,Turkey
103,2018,56,792,Portland not white,2.115,61.959,BEL,TUR,Belgium,Turkey
104,2018,56,792,Portland not white,2.115,61.959,BEL,TUR,Belgium,Turkey
105,2018,56,792,Portland not white,2.115,61.959,BEL,TUR,Belgium,Turkey
106,2018,56,792,Portland not white,2.115,61.959,BEL,TUR,Belgium,Turkey
107,2018,616,792,Portland not white,9.323,138.921,POL,TUR,Poland,Turkey
108,2018,616,792,Portland not white,9.323,138.921,POL,TUR,Poland,Turkey
109,2018,616,792,Portland not white,9.323,138.921,POL,TUR,Poland,Turkey
110,2018,616,792,Portland not white,9.323,138.921,POL,TUR,Poland,Turkey
111,2018,724,792,Portland white,11.17,2.299,ESP,TUR,Spain,Turkey
112,2018,724,792,Portland white,11.17,2.299,ESP,TUR,Spain,Turkey
113,2018,724,792,Portland white,11.17,2.299,ESP,TUR,Spain,Turkey
114,2018,724,792,Portland white,11.17,2.299,ESP,TUR,Spain,Turkey
115,2018,724,792,Portland not white,0.285,1.236,ESP,TUR,Spain,Turkey
116,2018,724,792,Portland not white,0.285,1.236,ESP,TUR,Spain,Turkey
117,2018,724,792,Portland not white,0.285,1.236,ESP,TUR,Spain,Turkey
118,2018,724,792,Portland not white,0.285,1.236,ESP,TUR,Spain,Turkey
119,2018,76,792,Portland white,56.934,405.0,BRA,TUR,Brazil,Turkey
120,2018,76,792,Portland white,56.934,405.0,BRA,TUR,Brazil,Turkey
121,2018,76,792,Portland white,56.934,405.0,BRA,TUR,Brazil,Turkey
122,2018,76,792,Portland white,56.934,405.0,BRA,TUR,Brazil,Turkey
123,2018,76,792,Portland not white,0.021,0.02,BRA,TUR,Brazil,Turkey
124,2018,76,792,Portland not white,0.021,0.02,BRA,TUR,Brazil,Turkey
125,2018,76,792,Portland not white,0.021,0.02,BRA,TUR,Brazil,Turkey
126,2018,76,792,Portland not white,0.021,0.02,BRA,TUR,Brazil,Turkey
127,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
128,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
129,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
130,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
131,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
132,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
133,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
134,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
135,2018,196,792,Portland white,0.155,0.095,CYP,TUR,Cyprus,Turkey
